make_year,mileage_kmpl,engine_cc,price_usd,brand_BMW,brand_Chevrolet,brand_Ford,brand_Honda,brand_Hyundai,brand_Kia,brand_Nissan,brand_Tesla,brand_Toyota,brand_Volkswagen,transmission_Automatic,transmission_Manual,fuel_type_Diesel,fuel_type_Electric,fuel_type_Petrol
2018,20.93,800,4363.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2013,21.06,1200,5411.61,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2015,14.42,4000,9235.67,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1997,24.17,1500,4826.63,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2006,29.22,1500,5569.69,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2020,12.55,5000,10228.17,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2013,17.08,2000,5795.82,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2013,19.69,1200,8015.53,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2007,29.4,1200,5434.44,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2022,14.33,4000,11291.56,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2001,13.3,1800,4891.55,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2009,13.27,2500,4997.4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2017,24.11,1800,6455.87,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2001,14.46,2000,6190.74,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2020,13.75,3000,10099.32,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2002,19.15,3000,7052.07,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1999,19.54,1000,5014.94,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2015,23.36,4000,12523.36,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2008,18.46,5000,10518.91,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1998,19.24,2000,4582.91,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2017,17.47,2500,8284.16,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2004,11.48,1200,2894.52,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2014,17.0,1500,6388.36,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2009,18.31,2000,5481.02,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2012,15.78,2500,8377.48,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2014,10.18,2000,7380.89,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2007,12.33,1800,5991.68,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2023,17.8,1000,5462.37,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2002,22.66,2500,5223.91,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2003,26.41,1800,7573.94,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2010,17.08,4000,12508.62,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2013,14.42,1500,6975.07,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2010,16.14,5000,10616.73,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2001,12.77,1000,3254.1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2008,21.94,2500,6608.52,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2022,28.69,2500,9853.68,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2008,14.54,800,2939.49,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2019,12.04,1800,6676.94,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2021,23.03,1200,12324.31,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1998,19.59,4000,5715.46,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2020,19.67,4000,9014.02,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2009,25.94,2500,8744.39,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1997,11.17,4000,7915.94,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1999,11.03,1000,3774.14,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1995,17.19,5000,9615.07,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1997,18.32,3000,7406.79,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2009,16.23,5000,8719.97,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2018,30.3,5000,12329.82,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
2021,16.45,5000,12380.66,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2002,15.25,800,2391.08,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2023,18.62,1200,7411.01,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1998,22.85,3000,5412.38,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1996,14.37,3000,5405.77,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2023,17.27,5000,13136.96,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2018,23.0,3000,10044.31,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2018,23.27,2500,9738.54,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2004,19.09,1000,1852.14,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1998,30.09,1200,2744.24,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1997,27.9,4000,9641.26,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1996,10.97,1000,2703.43,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2019,9.54,2500,10322.19,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
2011,21.98,800,5919.59,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2017,24.83,1200,6553.08,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2015,16.88,800,5348.9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2018,15.49,2000,8043.71,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2014,13.9,1500,7426.9,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2017,12.16,800,6429.9,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2007,23.68,1800,9768.45,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1999,16.09,1500,4288.41,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2015,19.51,5000,17395.45,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
2003,8.87,5000,10510.36,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2019,23.01,1000,6971.68,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2023,20.94,2500,8646.65,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2019,11.28,3000,9258.54,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2022,19.3,1500,8278.88,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2016,18.02,4000,11669.07,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2000,15.75,1200,1000.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1999,5.0,2000,4127.47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2019,14.7,2500,8225.13,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2004,19.51,2500,5501.15,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2002,15.26,2000,5863.18,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2001,16.89,4000,6772.11,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2001,25.48,800,3479.38,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2000,17.61,4000,7668.73,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2015,7.52,4000,9676.83,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2023,17.08,1500,7437.58,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2014,18.5,1800,8510.3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1997,13.87,1200,1756.75,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2013,21.67,2500,9959.62,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2016,10.69,1000,5325.54,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2009,17.31,3000,7756.19,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1998,10.63,4000,5529.23,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2022,16.52,2000,9471.33,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2006,21.54,4000,9973.53,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2000,17.19,2000,4764.46,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2013,16.9,1200,9925.2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1998,18.14,5000,9144.93,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2009,18.39,1200,8111.71,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2003,21.47,1000,3448.24,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
1999,21.5,1800,4409.08,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2007,25.11,1500,4366.54,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2017,18.84,2000,6308.11,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
2020,9.7,1800,5661.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2012,22.29,2000,7344.53,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1999,24.75,1500,5087.61,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2019,30.31,1200,9140.48,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2010,25.26,800,6922.53,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2021,15.55,1800,11478.25,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2013,18.94,2000,6085.61,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2008,16.65,1800,5610.21,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2019,15.97,1800,5731.59,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2010,17.43,2000,6456.91,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2021,24.43,1500,9087.11,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2009,10.05,1500,5701.4,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2016,12.99,3000,9319.65,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1998,24.1,3000,3950.71,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2001,25.27,1200,5064.93,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2010,14.7,2500,7196.38,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2018,26.25,1800,9045.78,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2016,22.88,1800,8533.64,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2015,16.66,1200,4815.78,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2016,5.82,1000,6146.11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2015,9.66,1200,5146.77,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2002,14.71,2500,4737.85,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2011,21.8,1200,5978.32,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2010,21.82,1000,6571.49,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2021,15.67,1500,5921.43,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2017,16.84,1800,7434.45,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2004,17.84,2500,6705.28,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2004,16.91,800,3652.07,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2021,18.82,3000,12926.4,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1996,17.85,5000,12949.16,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2003,9.63,1200,3996.38,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2011,16.96,2000,6457.17,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2005,17.89,1500,6661.01,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2004,22.95,1800,5326.14,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2016,13.84,5000,10616.94,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2019,19.02,2000,7655.76,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2011,20.81,1000,6803.94,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1998,17.26,1200,8352.5,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2010,9.23,3000,7330.18,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2014,23.05,3000,7839.77,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2009,21.74,800,3700.63,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2019,19.14,5000,11132.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2021,18.2,3000,8868.1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2015,9.09,1000,6950.68,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1999,21.87,5000,11271.72,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2000,25.43,5000,10594.78,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2011,12.43,3000,8398.17,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1995,24.73,5000,9979.12,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2019,23.66,1800,9693.46,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2013,12.28,800,6751.89,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1998,16.03,3000,5592.79,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2011,11.02,1800,6915.78,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2003,17.67,800,3485.45,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2018,20.24,1500,7490.44,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1996,11.4,800,4736.04,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
2002,19.93,4000,8389.76,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2009,21.2,5000,12743.08,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2001,21.27,1000,5354.3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2021,20.27,3000,10044.59,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2000,11.86,1500,8151.3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1995,17.39,4000,7959.95,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2009,19.76,1000,2903.7,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2017,25.31,1200,8549.96,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2020,18.01,1000,6263.85,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2001,20.13,5000,11620.96,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2023,13.34,1800,8995.12,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2019,12.23,800,6795.14,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2011,11.58,1200,3137.45,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1996,15.9,800,3037.04,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2021,28.31,5000,14662.83,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2003,15.99,3000,7645.99,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2023,19.82,1500,6927.74,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2003,20.79,1200,4439.95,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2007,12.54,3000,6610.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2000,15.82,4000,8094.94,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2000,21.12,3000,6105.28,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2014,20.14,2000,6411.5,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2014,8.03,1200,5766.09,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2015,20.97,3000,11588.06,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1997,15.25,1800,5393.45,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2011,15.38,1800,7314.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2011,20.02,4000,9312.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2006,25.61,800,7112.43,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
2010,17.0,2500,8020.69,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2009,23.9,3000,8511.9,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2007,10.8,5000,10202.49,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2017,18.65,1200,7385.11,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1995,15.29,3000,3994.74,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2011,19.41,800,3541.27,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1997,16.52,3000,5585.86,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2020,11.29,2500,7078.01,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2009,13.56,1500,5689.61,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1998,9.78,2500,2894.24,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
1998,11.47,5000,11998.99,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2012,20.4,2500,9696.27,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2011,16.74,5000,13939.54,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2013,19.15,800,5845.38,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2005,27.08,1200,5025.89,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2014,16.52,2500,9115.43,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1997,21.17,1800,5348.13,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2002,18.14,4000,7307.93,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2008,31.81,2500,7661.44,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2020,5.0,1200,5654.81,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1995,14.41,800,2748.99,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2008,21.27,1800,6675.12,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1996,14.24,5000,11495.76,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2023,20.83,1800,7071.39,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2017,17.7,2500,11534.03,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1998,22.32,800,4421.82,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2018,12.34,5000,9920.91,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2021,18.86,1000,5896.76,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2023,20.33,2000,12460.84,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
2013,18.66,3000,9698.68,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2000,18.75,1500,4870.26,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2019,24.01,1200,8479.99,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1995,9.6,1200,3953.87,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2011,18.62,1200,5232.73,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2002,11.95,1000,1006.17,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2013,21.79,800,4653.66,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2015,13.81,1800,7169.9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1995,5.64,5000,9395.93,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1999,21.91,1800,6605.49,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2021,16.66,1800,7606.95,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2010,19.78,1500,6178.85,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2000,25.14,1200,4519.83,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2002,19.86,1200,2918.47,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2007,18.85,1000,5764.21,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2010,17.76,1800,6760.29,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1997,12.26,1500,7457.82,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2013,16.92,2000,6729.11,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2006,27.87,1000,9532.43,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2010,16.12,1000,6359.61,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2021,17.22,3000,10963.36,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2005,24.29,2000,7688.84,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2004,10.29,1200,1446.44,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2019,21.1,1800,7473.94,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2014,10.06,1200,6777.42,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1998,20.0,1000,4424.83,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2006,17.89,1200,4605.06,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2017,21.06,800,5720.72,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1996,12.94,2500,4309.31,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2018,15.32,2000,7145.37,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2016,21.32,1800,8925.67,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2013,15.45,2000,9085.38,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2019,21.78,3000,10077.98,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1999,19.05,1200,4661.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2002,15.77,1200,5324.63,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2001,16.42,1800,5755.33,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2008,18.02,1800,8802.88,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2018,16.9,800,6966.66,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2017,21.65,1500,7589.74,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1997,16.14,4000,6381.81,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2012,15.13,3000,7627.21,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2010,22.55,1200,7191.96,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2017,15.89,1800,6861.54,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2013,15.3,1800,6139.01,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2013,5.57,2500,6099.73,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2012,12.8,3000,11940.31,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2014,13.81,4000,8544.37,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2010,15.3,2500,7657.79,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2002,14.39,1000,1304.84,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
2022,22.92,3000,10614.02,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1995,14.12,3000,3951.01,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2011,14.5,1000,4871.14,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2006,18.78,2000,3499.85,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2015,12.49,5000,16204.39,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2005,25.82,800,5376.84,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1999,22.01,2500,5731.99,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2021,12.16,5000,10571.59,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2006,23.07,1000,6610.85,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2011,24.11,1800,11330.97,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
2000,12.29,2500,4973.53,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1995,12.17,5000,7881.13,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1999,14.95,4000,5710.55,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2019,10.92,800,7600.83,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2022,14.1,4000,9608.42,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2008,16.0,1800,5102.2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1999,20.52,2000,6406.06,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2016,18.41,3000,10787.87,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2018,17.26,1000,7626.15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2021,15.58,2500,8117.3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1995,11.46,1500,2839.7,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2012,20.96,4000,10557.51,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2010,20.85,2000,8794.47,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2003,14.92,2500,6297.14,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2013,12.49,2000,6846.98,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2016,25.78,3000,10615.74,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1999,19.23,2000,7386.81,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2021,19.98,2500,9310.73,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1996,20.2,3000,5870.01,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2009,11.99,800,5428.01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2001,25.5,5000,8691.22,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1998,15.98,1500,3489.99,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1995,22.11,2000,5588.55,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2007,25.29,800,7245.68,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2014,18.41,1500,6204.15,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2016,12.09,2000,6662.37,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2001,5.53,2500,3568.18,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2009,17.81,2000,4891.33,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2017,19.25,1500,6404.54,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2008,15.1,2500,5485.64,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2017,18.68,5000,14057.63,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2013,20.15,1000,5165.45,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2016,22.97,2000,9233.47,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2023,16.86,1800,9094.27,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2018,17.77,1000,6812.68,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
